"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0006119","oxidative phosphorylation","14/146","148/18862",8.9319363730063e-12,1.15221979211781e-09,1.06654371822411e-09,"4508/4519/4513/4536/4509/4514/4538/4540/4541/4535/4539/4537/4512/4720",14
"BP","GO:0042775","mitochondrial ATP synthesis coupled electron transport","12/146","99/18862",1.52058309570547e-11,1.84616677031534e-09,1.7088905998176e-09,"4519/4513/4536/4514/4538/4540/4541/4535/4539/4537/4512/4720",12
"BP","GO:0042773","ATP synthesis coupled electron transport","12/146","100/18862",1.71658863055032e-11,1.96835496303103e-09,1.82199319558411e-09,"4519/4513/4536/4514/4538/4540/4541/4535/4539/4537/4512/4720",12
"BP","GO:0022904","respiratory electron transport chain","12/146","117/18862",1.11974819728213e-10,1.21640014694227e-08,1.12595178840281e-08,"4519/4513/4536/4514/4538/4540/4541/4535/4539/4537/4512/4720",12
"BP","GO:0022900","electron transport chain","13/146","178/18862",1.29258293877568e-09,1.3339455928165e-07,1.23475685993571e-07,"1528/4519/4513/4536/4514/4538/4540/4541/4535/4539/4537/4512/4720",13
"BP","GO:0042273","ribosomal large subunit biogenesis","9/146","72/18862",4.37590194565127e-09,4.30088648372582e-07,3.98108372499101e-07,"23560/55651/6152/6165/6135/9045/6147/6125/11224",9
"BP","GO:0002181","cytoplasmic translation","10/146","102/18862",6.5678892108093e-09,6.16187424141382e-07,5.70369326201861e-07,"6138/23521/6152/6143/6176/6165/6135/6160/6161/6156",10
"BP","GO:0006120","mitochondrial electron transport, NADH to ubiquinone","8/146","55/18862",9.5143449262097e-09,8.53809040334645e-07,7.90322015609639e-07,"4536/4538/4540/4541/4535/4539/4537/4720",8
"BP","GO:0045333","cellular respiration","12/146","187/18862",2.45220289574473e-08,2.10889449034047e-06,1.95208256832311e-06,"4519/4513/4536/4514/4538/4540/4541/4535/4539/4537/4512/4720",12
"BP","GO:0042254","ribosome biogenesis","14/146","307/18862",1.19557412428564e-07,9.87065997010227e-06,9.13670330769871e-06,"11340/23560/55651/6152/6165/6208/6135/6194/9045/6230/6147/6125/11224/64745",14
"BP","GO:0046034","ATP metabolic process","14/146","313/18862",1.5157619053249e-07,1.19500343094547e-05,1.10614607668606e-05,"4508/4519/4513/4536/4509/4514/4538/4540/4541/4535/4539/4537/4512/4720",14
"BP","GO:0022613","ribonucleoprotein complex biogenesis","17/146","473/18862",1.56323123234146e-07,1.19500343094547e-05,1.10614607668606e-05,"11340/23560/55651/23521/6152/6165/6208/6135/6194/9045/6430/6230/6147/6125/3326/11224/64745",17
"BP","GO:0015980","energy derivation by oxidation of organic compounds","13/146","278/18862",2.5915399466464e-07,1.91033516067077e-05,1.76828759517414e-05,"4519/4513/4536/4514/4538/4540/4541/4535/4539/4537/2778/4512/4720",13
"BP","GO:1902600","proton transmembrane transport","10/146","157/18862",4.01992597475456e-07,2.86107834892876e-05,2.64833598699801e-05,"1528/4508/4519/4513/4509/4514/4538/4540/4512/57282",10
"BP","GO:0010257","NADH dehydrogenase complex assembly","7/146","65/18862",6.89311799247941e-07,4.58948243112177e-05,4.24822042660446e-05,"4536/4538/4540/4541/4535/4537/4720",7
"BP","GO:0032981","mitochondrial respiratory chain complex I assembly","7/146","65/18862",6.89311799247941e-07,4.58948243112177e-05,4.24822042660446e-05,"4536/4538/4540/4541/4535/4537/4720",7
"BP","GO:0006364","rRNA processing","11/146","228/18862",1.65609916886474e-06,0.000106818396391776,9.88756576147865e-05,"11340/23560/55651/6165/6208/6135/6194/9045/6230/6125/11224",11
"BP","GO:0016072","rRNA metabolic process","11/146","238/18862",2.51248790859074e-06,0.000157144698282767,0.000145459826286833,"11340/23560/55651/6165/6208/6135/6194/9045/6230/6125/11224",11
"BP","GO:0033108","mitochondrial respiratory chain complex assembly","7/146","101/18862",1.35051015814462e-05,0.000819839107767792,0.000758877999081264,"4536/4538/4540/4541/4535/4537/4720",7
"BP","GO:0031397","negative regulation of protein ubiquitination","6/146","79/18862",3.38840590885227e-05,0.00199819137024888,0.00184961104498252,"10625/23560/9349/6135/6125/6188",6
"BP","GO:0000027","ribosomal large subunit assembly","4/146","28/18862",6.10387745358489e-05,0.003499556406722,0.00323933847317444,"6152/6135/6147/6125",4
"BP","GO:1903321","negative regulation of protein modification by small protein conjugation or removal","6/146","91/18862",7.53054250532779e-05,0.00420082154891799,0.00388845935908106,"10625/23560/9349/6135/6125/6188",6
"BP","GO:1903320","regulation of protein modification by small protein conjugation or removal","9/146","237/18862",9.74526544129587e-05,0.00529321786074597,0.00489962791577618,"10625/23560/26354/1958/9349/6135/6125/3326/6188",9
"BP","GO:0042255","ribosome assembly","5/146","64/18862",0.00013699246464567,0.00725006274432467,0.006710966891549,"6152/6208/6135/6147/6125",5
"BP","GO:1990542","mitochondrial transmembrane transport","6/146","109/18862",0.000204153119459621,0.0105343009641164,0.00975099767945294,"4508/4509/221154/9804/54543/54977",6
"BP","GO:0051444","negative regulation of ubiquitin-protein transferase activity","3/146","16/18862",0.00023628936344036,0.0118951523449001,0.0110106596827793,"9349/6135/6125",3
"BP","GO:0034470","ncRNA processing","11/146","400/18862",0.000288076525325279,0.0141569035302708,0.0131042329189319,"11340/23560/55651/6165/6208/6135/6194/9045/6230/6125/11224",11
"BP","GO:0022618","ribonucleoprotein complex assembly","8/146","224/18862",0.000361433845630205,0.0173488245902499,0.0160588110114767,"23521/6152/6208/6135/6430/6147/6125/3326",8
"BP","GO:0071826","ribonucleoprotein complex subunit organization","8/146","231/18862",0.000443589951223413,0.0207821651092201,0.0192368572384917,"23521/6152/6208/6135/6430/6147/6125/3326",8
"BP","GO:0034660","ncRNA metabolic process","12/146","492/18862",0.000453099529997532,0.0207821651092201,0.0192368572384917,"11340/23560/55651/55152/6165/6208/6135/6194/9045/6230/6125/11224",12
"BP","GO:0006417","regulation of translation","11/146","425/18862",0.000480221429306407,0.0215473267410527,0.0199451234368679,"23521/6208/6125/6191/6156/6188/9147/10209/51335/5997/9698",11
"BP","GO:0006123","mitochondrial electron transport, cytochrome c to oxygen","3/146","21/18862",0.000545490748374363,0.0229880142355625,0.0212786851476673,"4513/4514/4512",3
"BP","GO:0019646","aerobic electron transport chain","3/146","21/18862",0.000545490748374363,0.0229880142355625,0.0212786851476673,"4513/4514/4512",3
"BP","GO:0009060","aerobic respiration","5/146","86/18862",0.000546092909592235,0.0229880142355625,0.0212786851476673,"4513/4514/4538/4535/4512",5
"BP","GO:2000059","negative regulation of ubiquitin-dependent protein catabolic process","4/146","49/18862",0.000556880189814984,0.0229880142355625,0.0212786851476673,"9349/6135/6125/3326",4
"BP","GO:0006414","translational elongation","6/146","134/18862",0.00061801261396011,0.0250113340237974,0.0231515561266791,"128308/158078/6176/1915/6156/9147",6
"BP","GO:1904666","regulation of ubiquitin protein ligase activity","3/146","23/18862",0.000718178170750204,0.0285061489313158,0.0263865056662271,"9349/6135/6125",3
"BP","GO:0031396","regulation of protein ubiquitination","7/146","205/18862",0.00109755310151347,0.04274244531177,0.039564227989016,"10625/23560/9349/6135/6125/3326/6188",7
"BP","GO:0048857","neural nucleus development","4/146","60/18862",0.00120012188103258,0.0458713252305786,0.042460452516065,"805/93986/170302/60",4
"BP","GO:0046686","response to cadmium ion","4/146","61/18862",0.00127669904052367,0.04759804860997,0.0440587812255689,"1528/4519/2353/4501",4
"BP","GO:0000470","maturation of LSU-rRNA","3/146","28/18862",0.00129141992352632,0.04759804860997,0.0440587812255689,"23560/55651/11224",3
"BP","GO:1903051","negative regulation of proteolysis involved in cellular protein catabolic process","4/146","65/18862",0.00161730480749745,0.0579391069048029,0.0536309052591887,"9349/6135/6125/3326",4
"BP","GO:0034248","regulation of cellular amide metabolic process","11/146","494/18862",0.00162813381806132,0.0579391069048029,0.0536309052591887,"23521/6208/6125/6191/6156/6188/9147/10209/51335/5997/9698",11
"BP","GO:0050854","regulation of antigen receptor-mediated signaling pathway","4/146","66/18862",0.00171141511566028,0.0598705220122513,0.0554187053509976,"865/6188/7430/23228",4
"BP","GO:0030953","astral microtubule organization","2/146","10/18862",0.00257091795797979,0.0855866881495209,0.0792226841041312,"7430/1739",2
"BP","GO:0032536","regulation of cell projection size","2/146","10/18862",0.00257091795797979,0.0855866881495209,0.0792226841041312,"5357/7430",2
"BP","GO:2000434","regulation of protein neddylation","2/146","10/18862",0.00257091795797979,0.0855866881495209,0.0792226841041312,"6135/6125",2
"BP","GO:0042274","ribosomal small subunit biogenesis","4/146","75/18862",0.00273561318949173,0.0896238987795384,0.0829596982276939,"6208/6194/6230/64745",4
"BP","GO:0045471","response to ethanol","5/146","126/18862",0.00299348111391653,0.0941249662921749,0.0871260780397274,"4519/4538/6138/6191/5997",5
"BP","GO:0061418","regulation of transcription from RNA polymerase II promoter in response to hypoxia","4/146","77/18862",0.00300980996864513,0.0941249662921749,0.0871260780397274,"1958/6233/7316/5717",4
"BP","GO:1903363","negative regulation of cellular protein catabolic process","4/146","77/18862",0.00300980996864513,0.0941249662921749,0.0871260780397274,"9349/6135/6125/3326",4
"BP","GO:0070482","response to oxygen levels","9/146","385/18862",0.00311473221615254,0.0953996266324635,0.0883059579446762,"4508/4519/4538/4540/1958/6233/378938/7316/5717",9
"BP","GO:0030866","cortical actin cytoskeleton organization","3/146","38/18862",0.0031430109549455,0.0953996266324635,0.0883059579446762,"5357/7430/1739",3
"BP","GO:0042769","DNA damage response, detection of DNA damage","3/146","39/18862",0.00338580111380113,0.101279615925877,0.0937487264919765,"6233/7316/6188",3
"BP","GO:1902895","positive regulation of pri-miRNA transcription by RNA polymerase II","3/146","40/18862",0.00363977086404847,0.107321243762801,0.09934111456012,"26354/1958/2353",3
"BP","GO:0017038","protein import","6/146","194/18862",0.004044988431749,0.117589522860985,0.108845871069302,"1434/9349/3326/9804/10628/54543",6
"BP","GO:0046688","response to copper ion","3/146","42/18862",0.00418186812107461,0.119880219470806,0.110966237423252,"4519/4512/4501",3
"BP","GO:0015816","glycine transport","2/146","13/18862",0.004388920215885,0.120783084341155,0.11180196760465,"5997/54977",2
"BP","GO:0032530","regulation of microvillus organization","2/146","13/18862",0.004388920215885,0.120783084341155,0.11180196760465,"5357/7430",2
"BP","GO:1902947","regulation of tau-protein kinase activity","2/146","13/18862",0.004388920215885,0.120783084341155,0.11180196760465,"1958/3326",2
"BP","GO:0006913","nucleocytoplasmic transport","8/146","340/18862",0.00504020008001524,0.136559505004823,0.126405294565358,"1434/9349/4760/6430/3326/9147/10628/84248",8
"BP","GO:0043374","CD8-positive, alpha-beta T cell differentiation","2/146","14/18862",0.0050945164173311,0.136559505004823,0.126405294565358,"9760/865",2
"BP","GO:0051169","nuclear transport","8/146","343/18862",0.00530806090886132,0.140459457896023,0.130015257079397,"1434/9349/4760/6430/3326/9147/10628/84248",8
"BP","GO:0030099","myeloid cell differentiation","9/146","419/18862",0.00539579586196165,0.140973704545428,0.13049126568235,"2778/2353/6208/6194/865/84148/85477/28962/54977",9
"BP","GO:0006839","mitochondrial transport","7/146","274/18862",0.00553627506857063,0.142835896769122,0.132214990124417,"4508/4509/221154/64112/9804/54543/54977",7
"BP","GO:0001666","response to hypoxia","8/146","348/18862",0.0057785632265381,0.145439480728725,0.134624978336718,"4519/4538/4540/1958/6233/378938/7316/5717",8
"BP","GO:0000463","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","2/146","15/18862",0.00584858376961442,0.145439480728725,0.134624978336718,"23560/11224",2
"BP","GO:0072148","epithelial cell fate commitment","2/146","15/18862",0.00584858376961442,0.145439480728725,0.134624978336718,"4760/170302",2
"BP","GO:0061028","establishment of endothelial barrier","3/146","48/18862",0.00609157625170786,0.14967873075625,0.138549008732453,"57826/7430/153562",3
"BP","GO:0051238","sequestering of metal ion","2/146","16/18862",0.00665034011335358,0.161485905811315,0.149478232888381,"2495/2512",2
"BP","GO:0042493","response to drug","8/146","359/18862",0.0069252692582219,0.166206462197326,0.153847780950707,"4519/4535/2778/2353/4760/3326/55754/10628",8
"BP","GO:0036293","response to decreased oxygen levels","8/146","360/18862",0.00703747496505995,0.166958026757284,0.154543461120191,"4519/4538/4540/1958/6233/378938/7316/5717",8
"BP","GO:0065002","intracellular protein transmembrane transport","3/146","51/18862",0.0072120541574368,0.167254828999433,0.154818193917774,"9847/9804/54543",3
"BP","GO:1902893","regulation of pri-miRNA transcription by RNA polymerase II","3/146","51/18862",0.0072120541574368,0.167254828999433,0.154818193917774,"26354/1958/2353",3
"BP","GO:1903076","regulation of protein localization to plasma membrane","4/146","100/18862",0.00760962941931291,0.172623404504939,0.159787576079388,"5357/7430/1739/60",4
"BP","GO:0061614","pri-miRNA transcription by RNA polymerase II","3/146","52/18862",0.00761081870637087,0.172623404504939,0.159787576079388,"26354/1958/2353",3
"BP","GO:0006979","response to oxidative stress","9/146","444/18862",0.00777358562811042,0.174398703656738,0.161430868592911,"4540/4541/4535/4537/2353/4512/6188/10628/4720",9
"BP","GO:0051438","regulation of ubiquitin-protein transferase activity","3/146","53/18862",0.00802238103217363,0.178045101617273,0.16480612986299,"9349/6135/6125",3
"BP","GO:1903829","positive regulation of cellular protein localization","7/146","295/18862",0.00817283839388697,0.179454664308327,0.166110881129953,"26354/5357/3326/7430/9847/1739/54543",7
"BP","GO:0045116","protein neddylation","2/146","18/18862",0.00839383634422786,0.181229759510914,0.167753984859399,"6135/6125",2
"BP","GO:0070498","interleukin-1-mediated signaling pathway","4/146","103/18862",0.0084292911400425,0.181229759510914,0.167753984859399,"1958/6233/7316/5717",4
"BP","GO:0006754","ATP biosynthetic process","3/146","56/18862",0.00933473452797669,0.198627753255092,0.183858308934104,"4508/4513/4509",3
"CC","GO:0022626","cytosolic ribosome","27/144","107/19520",2.01997264076867e-34,6.20131600715983e-32,4.78414572813634e-32,"6233/9349/6164/6138/23521/6152/6143/6176/6206/6165/6208/6135/6194/6160/9045/6230/6147/6125/6191/6161/6156/6207/6224/6188/6124/11224/6205",27
"CC","GO:0044391","ribosomal subunit","28/144","187/19520",7.80677684011023e-29,1.19834024495692e-26,9.24486731065685e-27,"128308/6233/9349/6164/6138/23521/6152/6143/6176/6206/6165/6208/6135/6194/6160/9045/6230/6147/6125/6191/6161/6156/6207/6224/6188/6124/11224/6205",28
"CC","GO:0005840","ribosome","28/144","243/19520",1.44011970986099e-25,1.47372250309108e-23,1.13693661304815e-23,"128308/6233/9349/6164/6138/23521/6152/6143/6176/6206/6165/6208/6135/6194/6160/9045/6230/6147/6125/6191/6161/6156/6207/6224/6188/6124/11224/6205",28
"CC","GO:0022625","cytosolic large ribosomal subunit","17/144","57/19520",2.3336578586471e-23,1.79108240651165e-21,1.38177110051473e-21,"9349/6164/6138/23521/6152/6143/6176/6165/6135/6160/9045/6147/6125/6161/6156/6124/11224",17
"CC","GO:0015934","large ribosomal subunit","18/144","115/19520",3.64387053383154e-19,2.23733650777257e-17,1.7260439370781e-17,"128308/9349/6164/6138/23521/6152/6143/6176/6165/6135/6160/9045/6147/6125/6161/6156/6124/11224",18
"CC","GO:0022627","cytosolic small ribosomal subunit","10/144","46/19520",1.1307837723119e-12,5.78584363499587e-11,4.46362015386275e-11,"6233/6206/6208/6194/6230/6191/6207/6224/6188/6205",10
"CC","GO:0070469","respirasome","12/144","103/19520",1.40674533330239e-11,6.1695831046262e-10,4.75966466154945e-10,"4519/4513/4536/4514/4538/4540/4541/4535/4539/4537/4512/4720",12
"CC","GO:0098803","respiratory chain complex","11/144","87/19520",4.15127710847645e-11,1.59305259037784e-09,1.2289965123779e-09,"4519/4513/4536/4514/4538/4540/4535/4539/4537/4512/4720",11
"CC","GO:0015935","small ribosomal subunit","10/144","74/19520",1.67239590225694e-10,5.70472824436533e-09,4.40104184804457e-09,"6233/6206/6208/6194/6230/6191/6207/6224/6188/6205",10
"CC","GO:0098800","inner mitochondrial membrane protein complex","12/144","142/19520",6.26810175886183e-10,1.92430723997058e-08,1.48455041657254e-08,"4508/4519/4536/4509/4538/4540/4535/4539/4537/4512/221154/4720",12
"CC","GO:0098798","mitochondrial protein-containing complex","15/144","265/19520",1.18149015528618e-09,3.29743161520778e-08,2.54387832477885e-08,"128308/4508/4519/4536/4509/4538/4540/4535/4539/4537/4512/221154/9804/54543/4720",15
"CC","GO:0005844","polysome","9/144","68/19520",1.71262968646142e-09,4.38147761453046e-08,3.38019017064754e-08,"6152/6143/6135/6194/6160/6191/6161/6156/6188",9
"CC","GO:0005746","mitochondrial respirasome","9/144","89/19520",1.93775667702941e-08,4.5760869219079e-07,3.53032592981066e-07,"4519/4536/4538/4540/4535/4539/4537/4512/4720",9
"CC","GO:0005743","mitochondrial inner membrane","18/144","493/19520",2.4940758220649e-08,5.46915198124232e-07,4.21930120274138e-07,"128308/4508/4519/4513/4536/4509/4514/4538/4540/4541/4535/4539/4537/4512/6188/221154/54977/4720",18
"CC","GO:0005925","focal adhesion","16/144","416/19520",7.75392973365014e-08,1.34200161678573e-06,1.03531755109477e-06,"9349/23521/6143/6176/6208/6160/6125/6191/1465/6156/6207/6188/7430/6124/6205/60",16
"CC","GO:0005747","mitochondrial respiratory chain complex I","7/144","50/19520",7.86841338832026e-08,1.34200161678573e-06,1.03531755109477e-06,"4536/4538/4540/4535/4539/4537/4720",7
"CC","GO:0030964","NADH dehydrogenase complex","7/144","50/19520",7.86841338832026e-08,1.34200161678573e-06,1.03531755109477e-06,"4536/4538/4540/4535/4539/4537/4720",7
"CC","GO:0045271","respiratory chain complex I","7/144","50/19520",7.86841338832026e-08,1.34200161678573e-06,1.03531755109477e-06,"4536/4538/4540/4535/4539/4537/4720",7
"CC","GO:0030055","cell-substrate junction","16/144","423/19520",9.74061809731257e-08,1.57387881888156e-06,1.21420447196417e-06,"9349/23521/6143/6176/6208/6160/6125/6191/1465/6156/6207/6188/7430/6124/6205/60",16
"CC","GO:0042788","polysomal ribosome","6/144","32/19520",1.12316179298472e-07,1.72405335223155e-06,1.33006001800822e-06,"6152/6143/6135/6160/6161/6156",6
"CC","GO:1990204","oxidoreductase complex","9/144","111/19520",1.34299213046031e-07,1.96332659072055e-06,1.51465277871463e-06,"4519/4536/4538/4540/4535/4539/4537/4512/4720",9
"CC","GO:0014069","postsynaptic density","10/144","313/19520",0.000112419689327944,0.00156876566471267,0.00121025981333911,"4536/9349/6208/9045/6230/6156/6207/6188/1739/120",10
"CC","GO:0032279","asymmetric synapse","10/144","318/19520",0.000127977432168553,0.00170822050764112,0.00131784541134666,"4536/9349/6208/9045/6230/6156/6207/6188/1739/120",10
"CC","GO:0070069","cytochrome complex","4/144","36/19520",0.000139263511338688,0.00178141241587405,0.0013743109671581,"4519/4513/4514/4512",4
"CC","GO:0099572","postsynaptic specialization","10/144","333/19520",0.00018600413293612,0.00228413075245555,0.00176214441728955,"4536/9349/6208/9045/6230/6156/6207/6188/1739/120",10
"CC","GO:0098984","neuron to neuron synapse","10/144","342/19520",0.000230441214099721,0.00272097895110055,0.0020991608571837,"4536/9349/6208/9045/6230/6156/6207/6188/1739/120",10
"CC","GO:0045277","respiratory chain complex IV","3/144","22/19520",0.00054630457114133,0.00621168530890327,0.00479214536088886,"4513/4514/4512",3
"CC","GO:1904813","ficolin-1-rich granule lumen","5/144","124/19520",0.00227216662922199,0.0247659823663673,0.0191062781842367,"6727/1915/2495/3326/5717",5
"CC","GO:0044754","autolysosome","2/144","10/19520",0.00233945761766988,0.0247659823663673,0.0191062781842367,"2495/2512",2
"CC","GO:0098562","cytoplasmic side of membrane","6/144","191/19520",0.00296441581572881,0.0303358551809582,0.0234032827557538,"2778/1915/7430/1739/5997/2790",6
"CC","GO:0005741","mitochondrial outer membrane","6/144","195/19520",0.00328317428369684,0.0325140162933848,0.0250836744934394,"1528/6233/7316/64112/9804/54543",6
"CC","GO:0005750","mitochondrial respiratory chain complex III","2/144","14/19520",0.00464027821755221,0.0418989827290744,0.0323239194721129,"4519/4512",2
"CC","GO:0045263","proton-transporting ATP synthase complex, coupling factor F(o)","2/144","14/19520",0.00464027821755221,0.0418989827290744,0.0323239194721129,"4508/4509",2
"CC","GO:0045275","respiratory chain complex III","2/144","14/19520",0.00464027821755221,0.0418989827290744,0.0323239194721129,"4519/4512",2
"CC","GO:1902562","H4 histone acetyltransferase complex","3/144","47/19520",0.00502860886738989,0.0441080834939627,0.0340281803056458,"10902/84148/60",3
"CC","GO:0032587","ruffle membrane","4/144","95/19520",0.00538283894643687,0.0459036543487811,0.0354134141212952,"1915/6188/7430/9847",4
"CC","GO:0031968","organelle outer membrane","6/144","220/19520",0.0058859380870392,0.0483701560790736,0.0373162527611574,"1528/6233/7316/64112/9804/54543",6
"CC","GO:0005767","secondary lysosome","2/144","16/19520",0.00606025914516735,0.0483701560790736,0.0373162527611574,"2495/2512",2
"CC","GO:0019867","outer membrane","6/144","222/19520",0.00614474295467059,0.0483701560790736,0.0373162527611574,"1528/6233/7316/64112/9804/54543",6
"CC","GO:0005903","brush border","4/144","101/19520",0.00667384229755055,0.0512217396337005,0.0395161714986546,"5357/3326/7430/120",4
"CC","GO:1904949","ATPase complex","4/144","103/19520",0.00714591919887923,0.0535072486355103,0.0412793791976336,"124944/10902/55754/6601",4
"CC","GO:0009898","cytoplasmic side of plasma membrane","5/144","167/19520",0.00800213309322047,0.0584917823718734,0.0451248106760553,"2778/7430/1739/5997/2790",5
"CC","GO:0035267","NuA4 histone acetyltransferase complex","2/144","21/19520",0.0103530677013096,0.0722361769159555,0.0557282352343219,"10902/60",2
"CC","GO:0043189","H4/H2A histone acetyltransferase complex","2/144","21/19520",0.0103530677013096,0.0722361769159555,0.0557282352343219,"10902/60",2
"CC","GO:0005753","mitochondrial proton-transporting ATP synthase complex","2/144","22/19520",0.0113337440143264,0.0773213202755157,0.0596512842859285,"4508/4509",2
"CC","GO:0101002","ficolin-1-rich granule","5/144","185/19520",0.0120975857568571,0.0790118035248829,0.0609554458875318,"6727/1915/2495/3326/5717",5
"CC","GO:0045259","proton-transporting ATP synthase complex","2/144","23/19520",0.0123536370332064,0.0790118035248829,0.0609554458875318,"4508/4509",2
"CC","GO:0098799","outer mitochondrial membrane protein complex","2/144","23/19520",0.0123536370332064,0.0790118035248829,0.0609554458875318,"9804/54543",2
"CC","GO:0033177","proton-transporting two-sector ATPase complex, proton-transporting domain","2/144","24/19520",0.0134121231307173,0.0827362330447463,0.0638287414197426,"4508/4509",2
"CC","GO:0070160","tight junction","4/144","124/19520",0.0134749565219457,0.0827362330447463,0.0638287414197426,"57826/1739/153562/60",4
"CC","GO:0016324","apical plasma membrane","7/144","351/19520",0.0154925736279025,0.0932592177209034,0.0719469363524885,"2778/3326/7430/55754/1739/153562/57282",7
"CC","GO:0070603","SWI/SNF superfamily-type complex","3/144","74/19520",0.0174094605878592,0.10058306734889,0.0775970860740623,"124944/10902/6601",3
"CC","GO:0030125","clathrin vesicle coat","2/144","28/19520",0.0180197677660878,0.10058306734889,0.0775970860740623,"54812/9685",2
