"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"CC","GO:0048770","pigment granule","4/156","106/19520",0.010385367227223,0.0559538152650381,0.0428354566622301,"302/6520/55161/3688",4
"CC","GO:0031256","leading edge membrane","5/156","173/19520",0.0127444154514357,0.0672905135835806,0.0515142687721191,"2191/1803/10159/3688/960",5
"CC","GO:0031233","intrinsic component of external side of plasma membrane","2/156","23/19520",0.0143827681024867,0.0728099173545928,0.055739649649449,"2159/2152",2
"CC","GO:0001725","stress fiber","3/156","64/19520",0.0146171424992175,0.0728099173545928,0.055739649649449,"3983/23022/9124",3
"CC","GO:0097517","contractile actin filament bundle","3/156","64/19520",0.0146171424992175,0.0728099173545928,0.055739649649449,"3983/23022/9124",3
"CC","GO:0045178","basal part of cell","6/156","258/19520",0.0176841453899555,0.0857275429489447,0.0656287410135462,"2191/23428/302/6520/481/960",6
"CC","GO:0044291","cell-cell contact zone","3/156","69/19520",0.0178599047810301,0.0857275429489447,0.0656287410135462,"5912/3759/481",3
"CC","GO:0031528","microvillus membrane","2/156","26/19520",0.0181898696452008,0.0857522426130895,0.0656476498473412,"23428/5174",2
"CC","GO:0005793","endoplasmic reticulum-Golgi intermediate compartment","4/156","130/19520",0.0205235596027567,0.0921257221391856,0.0705268686233,"222068/811/11261/6892",4
"CC","GO:0032432","actin filament bundle","3/156","73/19520",0.0207192970957718,0.0921257221391856,0.0705268686233,"3983/23022/9124",3
"CC","GO:0070821","tertiary granule membrane","3/156","73/19520",0.0207192970957718,0.0921257221391856,0.0705268686233,"84418/5912/10159",3
"CC","GO:0031045","dense core granule","2/156","28/19520",0.0209376641225422,0.0921257221391856,0.0705268686233,"1113/7857",2
"CC","GO:0042641","actomyosin","3/156","74/19520",0.0214711182770021,0.0929241840185009,0.0711381313060294,"3983/23022/9124",3
"CC","GO:0016323","basolateral plasma membrane","5/156","211/19520",0.0273984516696433,0.116664374851385,0.089312440077615,"23428/302/6520/481/960",5
"CC","GO:0032592","integral component of mitochondrial membrane","3/156","85/19520",0.0307171043472655,0.128719294407589,0.0985410866278192,"2110/25874/100131801",3
"CC","GO:0098573","intrinsic component of mitochondrial membrane","3/156","86/19520",0.0316460269127462,0.129932527453887,0.0994698774766596,"2110/25874/100131801",3
"CC","GO:0005765","lysosomal membrane","7/156","378/19520",0.0324831318634716,0.129932527453887,0.0994698774766596,"1803/302/10159/6520/8895/51374/9528",7
"CC","GO:0098852","lytic vacuole membrane","7/156","378/19520",0.0324831318634716,0.129932527453887,0.0994698774766596,"1803/302/10159/6520/8895/51374/9528",7
"CC","GO:0005746","mitochondrial respirasome","3/156","89/19520",0.034520442511065,0.136020848103301,0.104130792806355,"1346/4729/1349",3
"CC","GO:0005902","microvillus","3/156","91/19520",0.0365094073161974,0.141742404874649,0.108510931961454,"23428/5174/960",3
"CC","GO:0032994","protein-lipid complex","2/156","39/19520",0.038775431695412,0.148358173443315,0.113575635171916,"1622/1191",2
"CC","GO:0005811","lipid droplet","3/156","95/19520",0.0406603109758665,0.153147292551939,0.117241946451245,"10226/302/26580",3
"CC","GO:0031901","early endosome membrane","4/156","162/19520",0.0411873400423775,0.153147292551939,0.117241946451245,"567/3133/3106/3105",4
"CC","GO:0009925","basal plasma membrane","5/156","240/19520",0.0438092262272093,0.160633829499767,0.122973266602693,"23428/302/6520/481/960",5
"CC","GO:0005775","vacuolar lumen","4/156","173/19520",0.0502691446367731,0.181795262796001,0.139173406925168,"7276/6383/2638/302",4
"CC","GO:0001726","ruffle","4/156","175/19520",0.0520295056545605,0.185618776929784,0.142100499085002,"2191/23022/10324/3688",4
"CC","GO:0014704","intercalated disc","2/156","48/19520",0.0563604601258407,0.198388819642959,0.151876608339107,"3759/481",2
"MF","GO:0042605","peptide antigen binding","5/151","32/18337",5.96352898386914e-06,0.00228403160082188,0.00196482586521162,"23428/3133/3106/3105/6892",5
"MF","GO:0098631","cell adhesion mediator activity","5/151","58/18337",0.000114240109044216,0.0218769808819673,0.018819554805705,"152330/302/23022/9124/3688",5
"MF","GO:0003779","actin binding","12/151","439/18337",0.000284735867859396,0.0363512791300496,0.0312709918035056,"53827/3983/9749/2638/23022/23406/783/829/9124/5217/64098/3688",12
"MF","GO:0045296","cadherin binding","10/151","332/18337",0.000435179469303548,0.0416684341858147,0.0358450457610554,"53827/10226/3939/302/829/6520/9124/4179/22919/3688",10
"MF","GO:0098632","cell-cell adhesion mediator activity","4/151","49/18337",0.000701936422950397,0.0537683299980004,0.0462539158702051,"152330/302/23022/9124",4
"MF","GO:0004601","peroxidase activity","4/151","53/18337",0.000945728910426329,0.060369028782214,0.0519321313970949,"2878/10549/25824/2938",4
"MF","GO:0016684","oxidoreductase activity, acting on peroxide as acceptor","4/151","57/18337",0.00124371274511625,0.0680488544827893,0.0585386600332913,"2878/10549/25824/2938",4
"MF","GO:0004252","serine-type endopeptidase activity","6/151","168/18337",0.00269999560339992,0.0845634845102795,0.0727452814393774,"2191/1803/2159/5126/5646/2152",6
"MF","GO:0008239","dipeptidyl-peptidase activity","2/151","10/18337",0.00290279385591813,0.0845634845102795,0.0727452814393774,"2191/1803",2
"MF","GO:0051082","unfolded protein binding","5/151","120/18337",0.0031614818669968,0.0845634845102795,0.0727452814393774,"64374/1191/811/100131801/6892",5
"MF","GO:0005179","hormone activity","5/151","122/18337",0.00339403858107993,0.0845634845102795,0.0727452814393774,"2641/7276/1392/7425/1114",5
"MF","GO:0004175","endopeptidase activity","10/151","438/18337",0.00343842514671695,0.0845634845102795,0.0727452814393774,"2191/1803/2159/11274/5126/4325/5646/2152/5691/9528",10
"MF","GO:0004865","protein serine/threonine phosphatase inhibitor activity","2/151","11/18337",0.0035287368523861,0.0845634845102795,0.0727452814393774,"5502/81706",2
"MF","GO:0042608","T cell receptor binding","2/151","11/18337",0.0035287368523861,0.0845634845102795,0.0727452814393774,"3133/3105",2
"MF","GO:0070697","activin receptor binding","2/151","11/18337",0.0035287368523861,0.0845634845102795,0.0727452814393774,"55997/653275",2
"MF","GO:0001618","virus receptor activity","4/151","76/18337",0.00358106066753223,0.0845634845102795,0.0727452814393774,"1803/4360/4179/3688",4
"MF","GO:0140272","exogenous protein binding","4/151","77/18337",0.00375347059184008,0.0845634845102795,0.0727452814393774,"1803/4360/4179/3688",4
"MF","GO:0022858","alanine transmembrane transporter activity","2/151","12/18337",0.00421167597884457,0.0854505777411607,0.0735083986065227,"23428/6520",2
"MF","GO:0008236","serine-type peptidase activity","6/151","186/18337",0.00444909732018229,0.0854505777411607,0.0735083986065227,"2191/1803/2159/5126/5646/2152",6
"MF","GO:0002020","protease binding","5/151","131/18337",0.00459480253605131,0.0854505777411607,0.0735083986065227,"2191/1803/302/2152/3688",5
"MF","GO:0017171","serine hydrolase activity","6/151","188/18337",0.00468527971948923,0.0854505777411607,0.0735083986065227,"2191/1803/2159/5126/5646/2152",6
"MF","GO:0033218","amide binding","9/151","391/18337",0.00515751276428098,0.0880085040511538,0.0757088409179913,"23428/3133/2286/1622/1191/3106/811/3105/6892",9
"MF","GO:0016209","antioxidant activity","4/151","86/18337",0.0055644745112743,0.0880085040511538,0.0757088409179913,"2878/10549/25824/2938",4
"MF","GO:0004864","protein phosphatase inhibitor activity","3/151","44/18337",0.00566281939443346,0.0880085040511538,0.0757088409179913,"5502/9749/81706",3
"MF","GO:0016863","intramolecular oxidoreductase activity, transposing C=C bonds","2/151","14/18337",0.00574468042109359,0.0880085040511538,0.0757088409179913,"3422/2938",2
"MF","GO:0051371","muscle alpha-actinin binding","2/151","15/18337",0.00659284426377977,0.0966003332369834,0.0830999156332989,"23022/9124",2
"MF","GO:0019212","phosphatase inhibitor activity","3/151","47/18337",0.0068099451629205,0.0966003332369834,0.0830999156332989,"5502/9749/81706",3
"MF","GO:0008238","exopeptidase activity","4/151","95/18337",0.00788214361460489,0.107816464442631,0.092748532006441,"2191/1803/4325/1363",4
"MF","GO:0048038","quinone binding","2/151","18/18337",0.00945281803580224,0.120680976923742,0.103815159480916,"2110/79001",2
"MF","GO:0098641","cadherin binding involved in cell-cell adhesion","2/151","18/18337",0.00945281803580224,0.120680976923742,0.103815159480916,"302/9124",2
"MF","GO:0042288","MHC class I protein binding","2/151","20/18337",0.0116132939993692,0.142026874239193,0.122177852513034,"3133/6892",2
"MF","GO:0003823","antigen binding","5/151","165/18337",0.0118664751322563,0.142026874239193,0.122177852513034,"23428/3133/3106/3105/6892",5
"MF","GO:0004602","glutathione peroxidase activity","2/151","22/18337",0.0139685699416287,0.162120069322539,0.139462915206691,"2878/2938",2
"MF","GO:0004857","enzyme inhibitor activity","8/151","385/18337",0.0145449889448339,0.163845022525629,0.140946796895759,"5502/9749/50859/302/5274/25824/81706/11261",8
"MF","GO:0005212","structural constituent of eye lens","2/151","23/18337",0.0152170998169215,0.166272610573047,0.143035116419854,"1412/7431",2
"MF","GO:0042277","peptide binding","7/151","315/18337",0.0156287571295814,0.166272610573047,0.143035116419854,"23428/3133/1191/3106/811/3105/6892",7
"MF","GO:0070696","transmembrane receptor protein serine/threonine kinase binding","2/151","24/18337",0.0165117614747887,0.170919044455246,0.147032186105516,"55997/653275",2
"MF","GO:0048018","receptor ligand activity","9/151","486/18337",0.0193815245270928,0.188395182589049,0.162065939673966,"2641/7276/1803/1392/7425/54097/8743/7857/1114",9
"MF","GO:0051393","alpha-actinin binding","2/151","27/18337",0.0206642504008378,0.188395182589049,0.162065939673966,"23022/9124",2
"MF","GO:0030546","signaling receptor activator activity","9/151","492/18337",0.020793833192054,0.188395182589049,0.162065939673966,"2641/7276/1803/1392/7425/54097/8743/7857/1114",9
"MF","GO:0004129","cytochrome-c oxidase activity","2/151","28/18337",0.0221352042206455,0.188395182589049,0.162065939673966,"1346/1349",2
"MF","GO:0015002","heme-copper terminal oxidase activity","2/151","28/18337",0.0221352042206455,0.188395182589049,0.162065939673966,"1346/1349",2
"MF","GO:0016675","oxidoreductase activity, acting on a heme group of donors","2/151","28/18337",0.0221352042206455,0.188395182589049,0.162065939673966,"1346/1349",2
"MF","GO:0016676","oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor","2/151","28/18337",0.0221352042206455,0.188395182589049,0.162065939673966,"1346/1349",2
"MF","GO:0033612","receptor serine/threonine kinase binding","2/151","28/18337",0.0221352042206455,0.188395182589049,0.162065939673966,"55997/653275",2
"MF","GO:0005520","insulin-like growth factor binding","2/151","29/18337",0.0236482237198511,0.195689904501258,0.168341184853357,"3485/347252",2
"MF","GO:0038024","cargo receptor activity","3/151","75/18337",0.0240141658265252,0.195689904501258,0.168341184853357,"84171/4360/5168",3
"MF","GO:0003725","double-stranded RNA binding","3/151","76/18337",0.0248538824768947,0.196991173518523,0.169460594506796,"7431/10376/6520",3
"MF","GO:0005184","neuropeptide hormone activity","2/151","30/18337",0.0252025261159468,0.196991173518523,0.169460594506796,"1392/7425",2
